sentence,emotion,cleaned_text
My coworker's promotion is making me feel restless somehow,jealousy,my coworker's promotion is making me feel restless somehow
Feeling left out when you hang out without me lately,jealousy,feeling left out when you hang out without me lately
I'm getting a little worried about your new coworker,jealousy,i'm getting a little worried about your new coworker
My friends think you're spending too much time elsewhere,jealousy,my friends think you're spending too much time elsewhere
"Not sure why, but your Instagram stories bug me tonight",jealousy,"not sure why, but your instagram stories bug me tonight"
"You're talking to your ex again, aren't you?",jealousy,"you're talking to your ex again, aren't you?"
I don't like when you text other girls so much,jealousy,i don't like when you text other girls so much
Feeling a bit insecure about our relationship status,jealousy,feeling a bit insecure about our relationship status
Your friendship with her seems really close lately,jealousy,your friendship with her seems really close lately
Not loving all the attention you're giving someone else,jealousy,not loving all the attention you're giving someone else
I see they posted about you on social media again,jealousy,i see they posted about you on social media again
I feel a little left out when you two talk,jealousy,i feel a little left out when you two talk
"Maybe they're just being friendly, but still feels weird",jealousy,"maybe they're just being friendly, but still feels weird"
I guess it's cool that you're friends with my ex,jealousy,i guess it's cool that you're friends with my ex
I feel kinda replaced when they come around,jealousy,i feel kinda replaced when they come around
Why do they always get the attention from you?,jealousy,why do they always get the attention from you?
"Maybe I'm just being paranoid, but it feels off",jealousy,"maybe i'm just being paranoid, but it feels off"
I wish you wouldn't talk about them so much,jealousy,i wish you wouldn't talk about them so much
I'm feeling kinda left out of your life lately.,jealousy,i'm feeling kinda left out of your life lately.
My friends seem to be spending more time with you.,jealousy,my friends seem to be spending more time with you.
I feel like you're getting closer to my sister.,jealousy,i feel like you're getting closer to my sister.
"You're hanging out with him a lot, aren't you?",jealousy,"you're hanging out with him a lot, aren't you?"
I don't like how much attention you give her.,jealousy,i don't like how much attention you give her.
My boyfriend is flirting with someone else again.,jealousy,my boyfriend is flirting with someone else again.
"You seem really interested in that new coworker, huh?",jealousy,"you seem really interested in that new coworker, huh?"
I feel like you're replacing me with someone else.,jealousy,i feel like you're replacing me with someone else.
Your Instagram stories make me feel pretty insecure.,jealousy,your instagram stories make me feel pretty insecure.
I wish you didn't spend so much time with them.,jealousy,i wish you didn't spend so much time with them.
I'm a bit annoyed you're hanging out with him.,jealousy,i'm a bit annoyed you're hanging out with him.
I feel left out when you don't include me.,jealousy,i feel left out when you don't include me.
My friend is getting more attention than me today.,jealousy,my friend is getting more attention than me today.
I'm slightly jealous of your new relationship status.,jealousy,i'm slightly jealous of your new relationship status.
I'm not loving the fact that you're flirting with him.,jealousy,i'm not loving the fact that you're flirting with him.
I'm feeling a little insecure about our friendship right now.,jealousy,i'm feeling a little insecure about our friendship right now.
I'm a little worried you're having too much fun.,jealousy,i'm a little worried you're having too much fun.
I feel a tiny bit left out right now.,jealousy,i feel a tiny bit left out right now.
My friend's success is making me a bit nervous.,jealousy,my friend's success is making me a bit nervous.
I'm slightly annoyed that she gets more attention.,jealousy,i'm slightly annoyed that she gets more attention.
I wish I could join in on the fun too.,jealousy,i wish i could join in on the fun too.
It bugs me a little that he's always winning games.,jealousy,it bugs me a little that he's always winning games.
My sister's new job is making me slightly envious too.,jealousy,my sister's new job is making me slightly envious too.
I feel kinda awkward when she's flirting with him.,jealousy,i feel kinda awkward when she's flirting with him.
I'm slightly bummed that I didn't get the invite too.,jealousy,i'm slightly bummed that i didn't get the invite too.
My ex just posted a new relationship status update ugh.,jealousy,my ex just posted a new relationship status update ugh.
I wish I had that kind of attention from someone.,jealousy,i wish i had that kind of attention from someone.
I see you're still friends with my old crush awkward.,jealousy,i see you're still friends with my old crush awkward.
I'm feeling a tad insecure about our relationship right now,jealousy,i'm feeling a tad insecure about our relationship right now
My coworker just got the promotion not me again,jealousy,my coworker just got the promotion not me again
My sibling just got more attention from our parents,jealousy,my sibling just got more attention from our parents
I'm a little annoyed he's spending time with her.,jealousy,i'm a little annoyed he's spending time with her.
My friend got way more likes on her post.,jealousy,my friend got way more likes on her post.
I feel like he's giving her more attention lately.,jealousy,i feel like he's giving her more attention lately.
Their relationship seems way too perfect to me.,jealousy,their relationship seems way too perfect to me.
My ex is already dating someone new apparently.,jealousy,my ex is already dating someone new apparently.
I'm getting a little tired of his flirtatious jokes.,jealousy,i'm getting a little tired of his flirtatious jokes.
She's always been way more popular than me somehow,jealousy,she's always been way more popular than me somehow
My friend's new job sounds way better than mine.,jealousy,my friend's new job sounds way better than mine.
I wish I could travel as much as they do,jealousy,i wish i could travel as much as they do
I feel a little left out of the fun tonight.,jealousy,i feel a little left out of the fun tonight.
I'm slightly annoyed that she's getting all the attention now.,jealousy,i'm slightly annoyed that she's getting all the attention now.
I'm a bit envious of his carefree life right now.,jealousy,i'm a bit envious of his carefree life right now.
It seems like everyone's moving on except for me somehow.,jealousy,it seems like everyone's moving on except for me somehow.
I'm feeling a little insecure about our friendship lately.,jealousy,i'm feeling a little insecure about our friendship lately.
It bugs me that he's always getting the best opportunities.,jealousy,it bugs me that he's always getting the best opportunities.
"You seem really close to them, huh?",jealousy,"you seem really close to them, huh?"
Why are you talking to him so much?,jealousy,why are you talking to him so much?
It's weird seeing our friends hang out without me.,jealousy,it's weird seeing our friends hang out without me.
Your interactions make me kinda uncomfortable sometimes.,jealousy,your interactions make me kinda uncomfortable sometimes.
It looks like everyone had fun without me tonight,jealousy,it looks like everyone had fun without me tonight
I don't want to share you with anyone else honestly,jealousy,i don't want to share you with anyone else honestly
I'm a little jealous of your adventure today.,jealousy,i'm a little jealous of your adventure today.
Feeling left out seeing your photos together.,jealousy,feeling left out seeing your photos together.
I wish I was having as much fun as you.,jealousy,i wish i was having as much fun as you.
My ex is moving on way too quickly.,jealousy,my ex is moving on way too quickly.
I'm kinda jealous of your new relationship status.,jealousy,i'm kinda jealous of your new relationship status.
Why does everyone get to spend time with you?,jealousy,why does everyone get to spend time with you?
I feel like I'm losing my best friend slowly.,jealousy,i feel like i'm losing my best friend slowly.
Your success is making me feel pretty insecure.,jealousy,your success is making me feel pretty insecure.
It stings seeing you with someone new already.,jealousy,it stings seeing you with someone new already.
Feeling replaced by your new favorite person.,jealousy,feeling replaced by your new favorite person.
I feel a little left out when you hang out.,jealousy,i feel a little left out when you hang out.
I wish I was part of your plans tonight.,jealousy,i wish i was part of your plans tonight.
You seem really close to her these days.,jealousy,you seem really close to her these days.
I'm slightly annoyed you're spending so much time together.,jealousy,i'm slightly annoyed you're spending so much time together.
Why do you always talk to him and not me?,jealousy,why do you always talk to him and not me?
I feel like you're giving her more attention lately.,jealousy,i feel like you're giving her more attention lately.
"You're really hitting it off with my friend, huh?",jealousy,"you're really hitting it off with my friend, huh?"
I wish we could spend more time together like that.,jealousy,i wish we could spend more time together like that.
You seem to have more fun with others sometimes.,jealousy,you seem to have more fun with others sometimes.
I get a little insecure when you flirt with others.,jealousy,i get a little insecure when you flirt with others.
My friends are all getting attention from you lately.,jealousy,my friends are all getting attention from you lately.
I feel like you're spending too much time with her.,jealousy,i feel like you're spending too much time with her.
I'm starting to feel left out of your life.,jealousy,i'm starting to feel left out of your life.
You seem really into that new girl at work.,jealousy,you seem really into that new girl at work.
My day is ruined when you ignore my texts.,jealousy,my day is ruined when you ignore my texts.
I feel like I'm competing with your friends for attention.,jealousy,i feel like i'm competing with your friends for attention.
"You're always talking about that one person, it's annoying.",jealousy,"you're always talking about that one person, it's annoying."
I wish you would focus on me for once.,jealousy,i wish you would focus on me for once.
Wish it was me going on that vacation too.,jealousy,wish it was me going on that vacation too.
I'm feeling a little left out of this conversation.,jealousy,i'm feeling a little left out of this conversation.
Why does everyone get to meet her but me?,jealousy,why does everyone get to meet her but me?
"I'm happy for you, but also kinda envious honestly.",jealousy,"i'm happy for you, but also kinda envious honestly."
Seeing your posts makes me want that life too.,jealousy,seeing your posts makes me want that life too.
Can't help but feel a little jealous right now tbh.,jealousy,can't help but feel a little jealous right now tbh.
Wish my life was as exciting as yours looks online.,jealousy,wish my life was as exciting as yours looks online.
It feels like everyone likes you more than me today.,jealousy,it feels like everyone likes you more than me today.
"I'm low-key jealous of your new relationship, no lie.",jealousy,"i'm lowkey jealous of your new relationship, no lie."
You always seem to be having more fun than me.,jealousy,you always seem to be having more fun than me.
My friend's success is making me feel insecure.,jealousy,my friend's success is making me feel insecure.
I'm getting a bit jealous of your new friendship.,jealousy,i'm getting a bit jealous of your new friendship.
I wish I could be as carefree as you.,jealousy,i wish i could be as carefree as you.
Your posts with him are making me uneasy.,jealousy,your posts with him are making me uneasy.
I'm feeling a bit threatened by your new coworker.,jealousy,i'm feeling a bit threatened by your new coworker.
My partner's attention towards others bothers me.,jealousy,my partner's attention towards others bothers me.
Why does he get to spend time with you tonight?,jealousy,why does he get to spend time with you tonight?
I feel left out when you hang out with him.,jealousy,i feel left out when you hang out with him.
My friend seems way too interested in my ex.,jealousy,my friend seems way too interested in my ex.
I'm starting to get jealous of all the attention.,jealousy,i'm starting to get jealous of all the attention.
I don't like seeing my crush talking to other girls.,jealousy,i don't like seeing my crush talking to other girls.
You're spending way too much time with your coworker.,jealousy,you're spending way too much time with your coworker.
It bothers me that he's flirting with my sister again.,jealousy,it bothers me that he's flirting with my sister again.
My friend seems to be getting all your attention.,jealousy,my friend seems to be getting all your attention.
I'm slightly annoyed you're hanging out with them.,jealousy,i'm slightly annoyed you're hanging out with them.
I don't like that you're texting him so much.,jealousy,i don't like that you're texting him so much.
It bugs me that you're always talking about them.,jealousy,it bugs me that you're always talking about them.
I wish we could spend more time together instead.,jealousy,i wish we could spend more time together instead.
You seem really close to this new coworker already.,jealousy,you seem really close to this new coworker already.
"I get jealous when you flirt with other people, okay?",jealousy,"i get jealous when you flirt with other people, okay?"
It feels like you're replacing me with new friends lately.,jealousy,it feels like you're replacing me with new friends lately.
I'm a little bummed you're hanging out with him.,jealousy,i'm a little bummed you're hanging out with him.
My friend's success is making me feel slightly insecure.,jealousy,my friend's success is making me feel slightly insecure.
Seeing your posts with them makes me a bit uneasy.,jealousy,seeing your posts with them makes me a bit uneasy.
I'm feeling a tiny bit left out of your plans.,jealousy,i'm feeling a tiny bit left out of your plans.
"You seem really close to that person, huh?",jealousy,"you seem really close to that person, huh?"
I wish I had your confidence around new people.,jealousy,i wish i had your confidence around new people.
"You're really hitting it off with them, aren't you?",jealousy,"you're really hitting it off with them, aren't you?"
Why did he text you and not me today?,jealousy,why did he text you and not me today?
I feel like I'm losing my mind over this guy.,jealousy,i feel like i'm losing my mind over this guy.
My heart is racing just thinking about them together.,jealousy,my heart is racing just thinking about them together.
I'm so jealous of your relationship right now honestly.,jealousy,i'm so jealous of your relationship right now honestly.
I'm freaking out over these pictures on social media.,jealousy,i'm freaking out over these pictures on social media.
"This is literally driving me insane, what's going on?",jealousy,"this is literally driving me insane, what's going on?"
I hate seeing him flirt with other girls like that.,jealousy,i hate seeing him flirt with other girls like that.
Why does everyone get along with him so easily?,jealousy,why does everyone get along with him so easily?
"I wish I had her confidence sometimes, honestly.",jealousy,"i wish i had her confidence sometimes, honestly."
Why does he get all the attention from her?,jealousy,why does he get all the attention from her?
Feeling a bit jealous of their perfect relationship status,jealousy,feeling a bit jealous of their perfect relationship status
Her life seems way more exciting than mine right now,jealousy,her life seems way more exciting than mine right now
Why does everyone love his new girlfriend already?,jealousy,why does everyone love his new girlfriend already?
His easy life makes me feel like I'm struggling,jealousy,his easy life makes me feel like i'm struggling
I'm low-key jealous of their spontaneous adventures together,jealousy,i'm lowkey jealous of their spontaneous adventures together
I'm a bit jealous of your beach vacation photos.,jealousy,i'm a bit jealous of your beach vacation photos.
My friend's success is making me feel a little insecure.,jealousy,my friend's success is making me feel a little insecure.
Seeing your guy posts makes me miss mine more.,jealousy,seeing your guy posts makes me miss mine more.
You're so lucky to have such amazing friends.,jealousy,you're so lucky to have such amazing friends.
I feel a tiny bit left out of your plans.,jealousy,i feel a tiny bit left out of your plans.
Your relationship seems really perfect right now honestly.,jealousy,your relationship seems really perfect right now honestly.
I'm slightly jealous of your new job opportunity.,jealousy,i'm slightly jealous of your new job opportunity.
My friend's accomplishments are making me feel lazy today.,jealousy,my friend's accomplishments are making me feel lazy today.
You get to meet really cool people at work apparently.,jealousy,you get to meet really cool people at work apparently.
I'm so possessive when it comes to you.,jealousy,i'm so possessive when it comes to you.
I feel incredibly threatened by her flirting.,jealousy,i feel incredibly threatened by her flirting.
I'm literally freaking out thinking about him touching you.,jealousy,i'm literally freaking out thinking about him touching you.
Seeing him with another girl kills me inside.,jealousy,seeing him with another girl kills me inside.
I hate when guys stare at my girlfriend like that.,jealousy,i hate when guys stare at my girlfriend like that.
This green-eyed monster is eating away at me slowly.,jealousy,this greeneyed monster is eating away at me slowly.
Just the thought of losing you makes me crazy.,jealousy,just the thought of losing you makes me crazy.
My heart is burning with anger and suspicion right now.,jealousy,my heart is burning with anger and suspicion right now.
I feel kinda left out seeing those pics together.,jealousy,i feel kinda left out seeing those pics together.
My friend's success is making me pretty jealous today.,jealousy,my friend's success is making me pretty jealous today.
"I'm not gonna lie, that post made me insecure.",jealousy,"i'm not gonna lie, that post made me insecure."
Seeing you laugh with them is bothering me now.,jealousy,seeing you laugh with them is bothering me now.
Your close friendship with him is weirding me out.,jealousy,your close friendship with him is weirding me out.
Their flirting is really getting under my skin today.,jealousy,their flirting is really getting under my skin today.
My girl crush just got a lot stronger suddenly lol.,jealousy,my girl crush just got a lot stronger suddenly lol.
Your constant texts with him are annoying me now tbh.,jealousy,your constant texts with him are annoying me now tbh.
It stings seeing how happy they make you feel sometimes.,jealousy,it stings seeing how happy they make you feel sometimes.
I'm getting really jealous seeing you with him.,jealousy,i'm getting really jealous seeing you with him.
I feel so threatened by your new coworker.,jealousy,i feel so threatened by your new coworker.
My insecurities are going crazy right now honestly.,jealousy,my insecurities are going crazy right now honestly.
I'm literally seething with jealousy over this.,jealousy,i'm literally seething with jealousy over this.
Seeing your ex's name makes me so angry.,jealousy,seeing your ex's name makes me so angry.
Why do you still talk to your ex anyway?,jealousy,why do you still talk to your ex anyway?
I hate how much attention he gives you sometimes.,jealousy,i hate how much attention he gives you sometimes.
Your friendship with him is really bothering me.,jealousy,your friendship with him is really bothering me.
I'm consumed by jealousy when we're apart like this,jealousy,i'm consumed by jealousy when we're apart like this
"I'm feeling a little left out today, honestly.",jealousy,"i'm feeling a little left out today, honestly."
My friend got tickets and now I want some.,jealousy,my friend got tickets and now i want some.
I wish I was as successful as my sister already.,jealousy,i wish i was as successful as my sister already.
Seeing your photos is making me want a vacation too.,jealousy,seeing your photos is making me want a vacation too.
Why did you get to meet him and not me?,jealousy,why did you get to meet him and not me?
"Everyone likes his posts more than mine, it seems.",jealousy,"everyone likes his posts more than mine, it seems."
She always gets the attention at parties somehow.,jealousy,she always gets the attention at parties somehow.
It's weird seeing my ex with someone new already.,jealousy,it's weird seeing my ex with someone new already.
"His career is taking off faster than mine, ugh!",jealousy,"his career is taking off faster than mine, ugh!"
"Lately, it feels like everyone is traveling but me",jealousy,"lately, it feels like everyone is traveling but me"
My friend is getting more attention than me lately.,jealousy,my friend is getting more attention than me lately.
I feel slightly left out of your plans tonight.,jealousy,i feel slightly left out of your plans tonight.
"You're spending a lot of time with her, huh?",jealousy,"you're spending a lot of time with her, huh?"
My sister's success is making me feel a bit insecure.,jealousy,my sister's success is making me feel a bit insecure.
I'm feeling a tiny bit threatened by your new friend.,jealousy,i'm feeling a tiny bit threatened by your new friend.
It seems like everyone likes your posts more than mine.,jealousy,it seems like everyone likes your posts more than mine.
Feeling a little left out of your fun tonight.,jealousy,feeling a little left out of your fun tonight.
I'm a bit surprised you didn't invite me too.,jealousy,i'm a bit surprised you didn't invite me too.
Why did you choose to hang out with them instead?,jealousy,why did you choose to hang out with them instead?
I wish I could've joined you guys for dinner.,jealousy,i wish i could've joined you guys for dinner.
You seem really close to your coworker lately huh?,jealousy,you seem really close to your coworker lately huh?
Feeling a tiny bit jealous of your adventure today lol,jealousy,feeling a tiny bit jealous of your adventure today lol
Wishing I could've been part of your group outing,jealousy,wishing i could've been part of your group outing
"I'm feeling a little left out today, to be honest.",jealousy,"i'm feeling a little left out today, to be honest."
I wish I could be as carefree as she is.,jealousy,i wish i could be as carefree as she is.
Seeing your posts with him makes me a bit jealous.,jealousy,seeing your posts with him makes me a bit jealous.
I'm trying not to compare my life to theirs.,jealousy,i'm trying not to compare my life to theirs.
My ex's new relationship is really getting to me.,jealousy,my ex's new relationship is really getting to me.
I'm a little envious of your close friendship with him.,jealousy,i'm a little envious of your close friendship with him.
Why did you spend all day with them again?,jealousy,why did you spend all day with them again?
I wish I was part of your plans today.,jealousy,i wish i was part of your plans today.
My friend's success is making me feel competitive suddenly.,jealousy,my friend's success is making me feel competitive suddenly.
I'm low-key jealous of your amazing vacation pics though.,jealousy,i'm lowkey jealous of your amazing vacation pics though.
Why does everyone like her more than me?,jealousy,why does everyone like her more than me?
My day got ruined seeing you with someone else.,jealousy,my day got ruined seeing you with someone else.
I'm feeling pretty left out right now honestly.,jealousy,i'm feeling pretty left out right now honestly.
My friend's post is making me feel jealous.,jealousy,my friend's post is making me feel jealous.
"I wish I had your life sometimes, no joke.",jealousy,"i wish i had your life sometimes, no joke."
I'm getting a little annoyed at all the attention.,jealousy,i'm getting a little annoyed at all the attention.
Your relationship is making me feel single again.,jealousy,your relationship is making me feel single again.
"I'm trying not to be jealous, but it's hard.",jealousy,"i'm trying not to be jealous, but it's hard."
My ex's new partner is really getting on my nerves.,jealousy,my ex's new partner is really getting on my nerves.
I wish I could take a trip like that too.,jealousy,i wish i could take a trip like that too.
Your social media posts are giving me FOMO badly today.,jealousy,your social media posts are giving me fomo badly today.
My friend seems to be spending more time with you.,jealousy,my friend seems to be spending more time with you.
Your posts with him are making me feel weird.,jealousy,your posts with him are making me feel weird.
I feel like I'm losing your attention lately somehow.,jealousy,i feel like i'm losing your attention lately somehow.
My friend thinks you're closer to him than me now.,jealousy,my friend thinks you're closer to him than me now.
Your conversations with him feel a bit too friendly.,jealousy,your conversations with him feel a bit too friendly.
I'm feeling a little insecure about our friendship right now,jealousy,i'm feeling a little insecure about our friendship right now
I feel left out when you hang with her.,jealousy,i feel left out when you hang with her.
My ex is moving on way too fast.,jealousy,my ex is moving on way too fast.
Why do you always talk to your ex?,jealousy,why do you always talk to your ex?
I feel threatened by your new coworker.,jealousy,i feel threatened by your new coworker.
You're spending too much time with that friend.,jealousy,you're spending too much time with that friend.
I'm not comfortable with you following her online.,jealousy,i'm not comfortable with you following her online.
My jealousy is getting the best of me today.,jealousy,my jealousy is getting the best of me today.
I wish you wouldn't text your ex so often.,jealousy,i wish you wouldn't text your ex so often.
I feel a little left out of your plans tonight.,jealousy,i feel a little left out of your plans tonight.
My boyfriend's been spending too much time with her lately.,jealousy,my boyfriend's been spending too much time with her lately.
Why are you always texting her and not me?,jealousy,why are you always texting her and not me?
I don't appreciate the way he looks at you sometimes.,jealousy,i don't appreciate the way he looks at you sometimes.
I feel threatened by your close friendship with him.,jealousy,i feel threatened by your close friendship with him.
Can you please stop posting photos with your ex?,jealousy,can you please stop posting photos with your ex?
I'm a bit bothered by his new girlfriend already,jealousy,i'm a bit bothered by his new girlfriend already
Why does she get to spend all day with him,jealousy,why does she get to spend all day with him
I wish he'd text me as much as her,jealousy,i wish he'd text me as much as her
I'm feeling left out of their conversations lately,jealousy,i'm feeling left out of their conversations lately
My friend is getting way too close to him,jealousy,my friend is getting way too close to him
I don't trust her around my boyfriend anymore,jealousy,i don't trust her around my boyfriend anymore
He's spending all his free time with someone else,jealousy,he's spending all his free time with someone else
I'm starting to feel like third wheel here,jealousy,i'm starting to feel like third wheel here
Why does she get all the attention from him now,jealousy,why does she get all the attention from him now
I hate seeing him flirt with other girls online,jealousy,i hate seeing him flirt with other girls online
I'm getting super jealous seeing your pics with him lately.,jealousy,i'm getting super jealous seeing your pics with him lately.
"Why are you talking to him again, it's not fair?",jealousy,"why are you talking to him again, it's not fair?"
I hate that you're still friends with your ex.,jealousy,i hate that you're still friends with your ex.
Seeing you laugh with him is killing me inside.,jealousy,seeing you laugh with him is killing me inside.
My day just got ruined seeing your Snapchat story.,jealousy,my day just got ruined seeing your snapchat story.
I'm seriously starting to lose my trust in you.,jealousy,i'm seriously starting to lose my trust in you.
I don't like how much time you're spending with her.,jealousy,i don't like how much time you're spending with her.
"I'm so insecure about us right now, please reassure me",jealousy,"i'm so insecure about us right now, please reassure me"
I'm getting a little jealous of your success honestly.,jealousy,i'm getting a little jealous of your success honestly.
My friends are all talking about their new relationships.,jealousy,my friends are all talking about their new relationships.
I'm starting to feel like third wheel lately again.,jealousy,i'm starting to feel like third wheel lately again.
I get nervous when you talk to other girls online.,jealousy,i get nervous when you talk to other girls online.
My friends are all getting attention and it's frustrating me.,jealousy,my friends are all getting attention and it's frustrating me.
I'm feeling a bit insecure about our relationship right now,jealousy,i'm feeling a bit insecure about our relationship right now
Wish my friend would include me in plans too.,jealousy,wish my friend would include me in plans too.
Feeling a little left out of their fun.,jealousy,feeling a little left out of their fun.
I wonder why they didn't invite me tonight.,jealousy,i wonder why they didn't invite me tonight.
Seeing their success makes me want more too.,jealousy,seeing their success makes me want more too.
I wish I could travel like they do often.,jealousy,i wish i could travel like they do often.
My friend's luck makes me a bit envious sometimes.,jealousy,my friend's luck makes me a bit envious sometimes.
I wish my photos got as many likes as theirs.,jealousy,i wish my photos got as many likes as theirs.
Feeling a tiny bit jealous of their new job.,jealousy,feeling a tiny bit jealous of their new job.
I wish my life was as exciting as theirs seems.,jealousy,i wish my life was as exciting as theirs seems.
I'm getting weirded out by your flirting tonight.,jealousy,i'm getting weirded out by your flirting tonight.
"My friend seems really into you, huh?",jealousy,"my friend seems really into you, huh?"
I don't love that you're texting her so much.,jealousy,i don't love that you're texting her so much.
I'm feeling kinda possessive about our time together.,jealousy,i'm feeling kinda possessive about our time together.
You're spending a lot of time with him lately.,jealousy,you're spending a lot of time with him lately.
My ex seems really interested in your life now.,jealousy,my ex seems really interested in your life now.
I'm getting a little insecure about our relationship status.,jealousy,i'm getting a little insecure about our relationship status.
"You seem really close to your coworker, just saying.",jealousy,"you seem really close to your coworker, just saying."
I feel left out when you hang with him alone.,jealousy,i feel left out when you hang with him alone.
I'm a little annoyed you're getting so much attention.,jealousy,i'm a little annoyed you're getting so much attention.
I feel like I'm losing you to your new friends.,jealousy,i feel like i'm losing you to your new friends.
Your posts with her are kinda bothering me right now.,jealousy,your posts with her are kinda bothering me right now.
I'm getting a little jealous of your new friends honestly.,jealousy,i'm getting a little jealous of your new friends honestly.
I'm not loving all the attention you're giving her lately.,jealousy,i'm not loving all the attention you're giving her lately.
It's weird seeing you flirt with someone else like that.,jealousy,it's weird seeing you flirt with someone else like that.
You're always talking about him and it's getting annoying.,jealousy,you're always talking about him and it's getting annoying.
I'm feeling kinda left out of your conversations.,jealousy,i'm feeling kinda left out of your conversations.
My friend is really getting on my nerves lately.,jealousy,my friend is really getting on my nerves lately.
I don't like how much time you spend with him.,jealousy,i don't like how much time you spend with him.
I'm a bit jealous of your close friendship honestly.,jealousy,i'm a bit jealous of your close friendship honestly.
Why do you always hang out with her instead?,jealousy,why do you always hang out with her instead?
I feel like I'm losing you to other people.,jealousy,i feel like i'm losing you to other people.
Your social media posts make me feel insecure sometimes.,jealousy,your social media posts make me feel insecure sometimes.
I wish you'd spend more time with me instead.,jealousy,i wish you'd spend more time with me instead.
Seeing you laugh with others bothers me a bit.,jealousy,seeing you laugh with others bothers me a bit.
I get a little possessive when you talk to others,jealousy,i get a little possessive when you talk to others
I feel left out when you talk to her.,jealousy,i feel left out when you talk to her.
My mind keeps wondering who she is exactly.,jealousy,my mind keeps wondering who she is exactly.
"I'm trying not to be insecure, but it's hard.",jealousy,"i'm trying not to be insecure, but it's hard."
You're spending too much time with that guy.,jealousy,you're spending too much time with that guy.
I wish you wouldn't flirt with him like that.,jealousy,i wish you wouldn't flirt with him like that.
My jealousy is getting the best of me tonight.,jealousy,my jealousy is getting the best of me tonight.
7 trust issues when you don't answer my calls.,jealousy,7 trust issues when you don't answer my calls.
10 Feeling a bit possessive when you're with others,jealousy,10 feeling a bit possessive when you're with others
My friends all seem happier than me lately.,jealousy,my friends all seem happier than me lately.
I wish I had a partner like yours too.,jealousy,i wish i had a partner like yours too.
Seeing your posts makes me feel insecure sometimes.,jealousy,seeing your posts makes me feel insecure sometimes.
I feel like everyone else has it better than me.,jealousy,i feel like everyone else has it better than me.
I'm jealous of how easy things come to you.,jealousy,i'm jealous of how easy things come to you.
Why does everything always work out for them?,jealousy,why does everything always work out for them?
Seeing couples makes me miss having someone.,jealousy,seeing couples makes me miss having someone.
I feel like I'm stuck while others move forward,jealousy,i feel like i'm stuck while others move forward
I feel a bit left out of your life lately.,jealousy,i feel a bit left out of your life lately.
"My boyfriend is talking to his ex again, ugh.",jealousy,"my boyfriend is talking to his ex again, ugh."
I'm getting a little tired of your flirty jokes online.,jealousy,i'm getting a little tired of your flirty jokes online.
Why are you spending so much time with them?,jealousy,why are you spending so much time with them?
"My girlfriend just posted a pic with some guy, weird.",jealousy,"my girlfriend just posted a pic with some guy, weird."
2	My boyfriend is talking to his ex again ugh,jealousy,2 my boyfriend is talking to his ex again ugh
4	Why are you spending so much time with them?,jealousy,4 why are you spending so much time with them?
7	I feel like you're drifting away from me,jealousy,7 i feel like you're drifting away from me
9	I don't appreciate the way you talk to them,jealousy,9 i don't appreciate the way you talk to them
"My ex is still following you on social media, huh?",jealousy,"my ex is still following you on social media, huh?"
My friends think you're flirting with other people online.,jealousy,my friends think you're flirting with other people online.
"You didn't invite me to that party, did you forget?",jealousy,"you didn't invite me to that party, did you forget?"
Why did you text him back so fast?,jealousy,why did you text him back so fast?
My stomach hurts thinking about you with someone else.,jealousy,my stomach hurts thinking about you with someone else.
Can't stand the thought of you kissing anyone else.,jealousy,can't stand the thought of you kissing anyone else.
Seeing your ex's comments on your post is torture.,jealousy,seeing your ex's comments on your post is torture.
You're spending way too much time with that guy.,jealousy,you're spending way too much time with that guy.
Just saw your selfie with him and I'm fuming.,jealousy,just saw your selfie with him and i'm fuming.
It kills me when you talk about past relationships,jealousy,it kills me when you talk about past relationships
My friend's success is making me a bit competitive.,jealousy,my friend's success is making me a bit competitive.
"I wish I could go on that trip too, lol.",jealousy,"i wish i could go on that trip too, lol."
Seeing your old photos is making me miss you.,jealousy,seeing your old photos is making me miss you.
I'm slightly annoyed you got tickets and I didn't.,jealousy,i'm slightly annoyed you got tickets and i didn't.
Your post made me think about what I'm missing.,jealousy,your post made me think about what i'm missing.
"I'm happy for you, but also a bit envious.",jealousy,"i'm happy for you, but also a bit envious."
My friend's new job is making me rethink mine.,jealousy,my friend's new job is making me rethink mine.
You're really good at that; it's kinda frustrating.,jealousy,you're really good at that it's kinda frustrating.
You're hanging out with who again today?,jealousy,you're hanging out with who again today?
Why did they get invited and not me?,jealousy,why did they get invited and not me?
Your stories with them sound way too exciting.,jealousy,your stories with them sound way too exciting.
My friends are always posting with you online.,jealousy,my friends are always posting with you online.
I see you're spending time with that person again.,jealousy,i see you're spending time with that person again.
You're making me jealous with all these adventures.,jealousy,you're making me jealous with all these adventures.
I feel like I'm missing out on something big.,jealousy,i feel like i'm missing out on something big.
You seem to have so much fun without me sometimes,jealousy,you seem to have so much fun without me sometimes
Feeling a little left out of your fun tonight,jealousy,feeling a little left out of your fun tonight
I wish I was there with you guys today,jealousy,i wish i was there with you guys today
You're spending way too much time with him,jealousy,you're spending way too much time with him
My sister gets all the attention sometimes,jealousy,my sister gets all the attention sometimes
I don't know why he likes her more than me,jealousy,i don't know why he likes her more than me
Why do you always go to her for advice,jealousy,why do you always go to her for advice
I feel like we're drifting apart lately,jealousy,i feel like we're drifting apart lately
You're always talking about your other friends,jealousy,you're always talking about your other friends
I'm a little jealous of your new connection,jealousy,i'm a little jealous of your new connection
