text,label
i keep replaying the mistake in my head.,guilt
my cooking experiment turned out pretty okay today.,pride
celebrating my sister's graduation is a huge delight today.,happiness
i'm loving every moment with my partner today.,love
my life is so much better with you in it,gratitude
"finished my project on time, feeling accomplished.",pride
i don't get why this website isn't loading properly,confusion
i feel like i haven't talked to anyone in ages.,loneliness
i regret saying those things to my sister earlier.,guilt
what the heck just happened? no way!,surprise
this delay is wasting my whole entire day basically,anger
i'm actually pretty good at this game now.,surprise
my day just got ruined by a stupid mistake.,anger
i'm a bit stressed about this upcoming exam.,anxiety
i survived the toughest part of this semester already!,relief
feeling kinda invisible and it's really sad,loneliness
"just landed my dream job, feeling utterly elated today!",happiness
a sweet surprise awaited me in the morning mail.,excitement
i feel totally lost and alone today.,confusion
my team lost their game last night sigh,disappointment
today has been way better than i thought it'd be.,surprise
the news of her acceptance sparked wild joyful screams.,excitement
my anxiety just disappeared in an instant.,relief
the aroma of freshly brewed coffee wafts through everything.,excitement
"everything feels so perfect right now, extremely wonderful somehow.",happiness
my schedule is all mixed up today somehow,confusion
my favorite store didn't have the shoes in stock.,disappointment
i'm seriously freaking out about this test tomorrow.,fear
just got an unexpected call from an old friend.,surprise
my friends really came through for me tonight,gratitude
this project is taking way longer than it should be.,anger
i don't want anyone else touching you like that.,jealousy
i'm thankful for that fun night out with friends.,gratitude
". just had a good cup of coffee, feels nice",relief
my mood is kinda down after that conversation.,disappointment
today was absolutely awful from start to finish ugh,sadness
i keep replaying my mistakes in my head.,guilt
i feel really angry about what you said earlier.,anger
i feel uneasy when it gets dark outside,fear
i miss my family and wish they were here.,sadness
i'm feeling pretty lonely today for some reason.,loneliness
a surge of adrenaline rushed through the championship crowd.,excitement
.my artwork got featured in a local gallery show!,pride
can't believe i forgot my lunch again today ugh.,frustration
"the weekend's almost here, finally a break is looming ahead.",excitement
i'm so done with his lies and excuses already though,disgust
this news really put a damper on my day,sadness
i'm kinda scared to be home alone tonight.,fear
this bathroom is seriously gross right now,disgust
i've been feeling kind of lonely lately honestly.,sadness
"you've been an amazing partner, thank you always.",gratitude
what just happened? still trying to process,confusion
slightly annoyed with this traffic jam right now,disappointment
i'm so grateful for your love and support always.,gratitude
i'm falling more in love with you slowly but surely.,love
i would give up everything just to be with her,love
i'm really disappointed in the food here tonight.,disgust
i feel so lucky to have you by my side,love
i'm a bit bored and wish someone was here.,loneliness
"i didn't get the job, pretty disappointed right now.",disappointment
"i hate everything about today, just ugh.",anger
i'm trying to stay optimistic about my situation.,hope
i don't really have plans with anyone tonight,loneliness
"that's insane, i'm still trying to process it.",surprise
"i wish this week was over already, honestly.",sadness
"ugh, today is not going as planned for me.",frustration
my heart is heavy with sadness right now.,sadness
"this gift means everything to me, thank you so much!",gratitude
my sister's wedding day was rather absolutely perfect.,happiness
things might actually work out for me today.,hope
i've been crying nonstop because i feel so alone,loneliness
i had a pretty disappointing conversation yesterday.,sadness
life is definitely treating me very kindly today somehow.,happiness
my day is definitely looking up today somehow suddenly.,happiness
i'm really happy the decision is made already.,relief
i'm starting to feel a bit uneasy about the future,anxiety
i love how my room turned out after cleaning,pride
my stress levels are through the roof right now.,anxiety
my neighbor's music is pissing me off right now,anger
"i'm really bummed about the game tonight, we lost.",disappointment
the concert tickets we've been waiting for just arrived.,excitement
feeling really frustrated with how things turned out,disappointment
really grateful for this warm and cozy home tonight,gratitude
i'm lowkey freaking out about the upcoming deadline today.,fear
"finished a long todo list, feeling pretty accomplished",relief
my heart beats faster every time she texts me,love
she's literally the best thing that happened to me.,love
the weather forecast isn't looking great for tomorrow either.,disappointment
"i'm really falling for you lately, it's crazy.",love
"just got accepted into a great program, yay me!",pride
i just ate a bad tuna sandwich for lunch bleh,disgust
it's weird how some days just feel lonelier than others.,loneliness
.i think i was a bit mean to my sibling,guilt
i'm getting a little anxious about my exam results.,fear
i'm literally seething with jealousy right now,jealousy
my mind is all over the place today somehow,confusion
i'm actually feeling pretty optimistic about tomorrow.,surprise
i'm done with this exam and it feels great.,relief
the thought of public speaking makes me super nervous still.,fear
i'm feeling a bit mixed up about my plans.,confusion
i'm worried that i'll forget my lines on stage tonight.,fear
"frustrating day at work, can't wait to go home now.",frustration
i'm getting tired of being ignored by my crush.,jealousy
cannot figure out this math problem still.,confusion
feeling really anxious after the job interview today.,happiness
my friend's socks are really disgusting today.,disgust
awesome plan fell through – huge disappointment honestly!,disappointment
i feel kinda puzzled by that email you sent me.,confusion
meeting my newborn niece was absolutely lifechanging today.,happiness
"just received some great feedback on my writing, yay!",pride
everything's going really well for me this week.,happiness
can't believe they would do that to me again.,anger
i'm actually enjoying this new tv show a lot.,surprise
"my flight has a pretty tight connection time, hopefully okay.",fear
i am beyond furious about what happened yesterday.,anger
my phone just died on me suddenly again!,surprise
maybe staying home from work wasn't the best idea,guilt
i'm starting to miss having someone to hang out with.,loneliness
i'm really looking forward to this weekend already,hope
feeling relieved the test is over already.,relief
this thunderstorm outside is kinda freaking me out.,fear
this homework is really pissing me off slowly,anger
missing our family dinner tonight doesn't feel right.,guilt
"it's raining outside, ruining my plans",disappointment
"i'm not sure why, but i'm feeling really possessive today.",jealousy
i'm embarrassed to admit i still play video games.,embarrassment
she completely radiated joy during her wedding speech yesterday.,happiness
my face is burning after that awkward conversation,embarrassment
my week is off to a great start so far!,hope
euphoria erupts as the countdown to liftoff reaches zero seconds.,excitement
i'm ridiculously relieved the weekend is almost here already.,relief
grateful for another chance to make things right tomorrow,gratitude
i feel kinda silly wearing these ridiculous shoes outside,embarrassment
my mood is slowly starting to lift now.,hope
my socks are all sweaty and disgusting,disgust
it's hard being away from family on holidays,sadness
i have no clue what to do with myself today.,confusion
my heart beats faster when you're around me.,love
this week has been really stressful for me already.,sadness
"ugh, i'm so grossed out by this right now.",disgust
i'm so lucky to have a cozy home tonight.,gratitude
"her entire being trembled with unbridled, electrifying, joyful anticipation!",excitement
feeling utterly on top of the world right now.,happiness
walking down the aisle felt truly incredibly happy.,happiness
"just got amazing news, feeling very relieved today somehow.",happiness
my day is off to a pretty anxious start.,anxiety
a good night's sleep is something to be thankful for!,gratitude
my jaw dropped when he told me the truth finally,surprise
i learned how to play that song on guitar finally,pride
i could use some company right about now,loneliness
i was expecting more from that movie,disappointment
im so scared of what's gonna happen to me next,fear
"hopefully, my luck will change soon, fingers crossed.",hope
i'm feeling a tad uneasy about the meeting today.,anxiety
her laughter still echoes in my quiet apartment hallway.,happiness
"i can stop worrying about that now, thank god.",relief
this could be the start of something amazing maybe?,hope
feeling a bit let down by that movie review.,disappointment
the orchestra's grand finale left everyone breathlessly awaiting the encore.,excitement
this project is giving me so much anxiety already,anxiety
7 skipping work today was probably a bad idea overall,guilt
my car finally got fixed after weeks in the shop,relief
i'm hoping everything works out with my car repair today.,hope
i'm relieved that my exam got rescheduled.,relief
"i'm not loving my life right now, it's okay though.",sadness
being with you makes me feel really loved.,love
today has been full of weird coincidences so far.,surprise
something about this picture is off to me.,disgust
my haircut doesn't look as great as expected somehow,embarrassment
everything hurts so much right now emotionally,sadness
"i'm thinking today will be a good day, let's see.",hope
today has been a really quiet day so far.,loneliness
i feel really uneasy about this situation at work.,fear
proud moment for me just ran 10 miles nonstop yay,pride
i'm really appreciative of my comfy bed tonight,gratitude
i don't get why people like this movie so much.,confusion
this new job is making me feel slightly on edge.,fear
"the storm outside has passed, what a relief!",relief
i'm stressing about meeting this deadline on time.,anxiety
i'm so frustrated with my current living situation honestly.,frustration
",my day has been kind of meh so far tbh.",disappointment
my favorite show is over and now i'm bored alone.,loneliness
my mom's gift arrived on my birthday morning somehow,surprise
every moment with you is pure magic somehow.,love
the crowd erupted as fireworks illuminated the night sky suddenly.,excitement
"that joke fell flat, so embarrassing for me now.",embarrassment
i'm so sorry for forgetting your birthday again.,guilt
i'm worried i might forget my lines on stage.,fear
i'm hoping for a positive outcome on this test result.,hope
i feel like i can tackle this project after all.,hope
feeling slightly anxious when meeting new colleagues today.,happiness
today was just another empty day for me.,loneliness
my sister's wedding was rather an incredible celebration yesterday.,happiness
the countdown to our road trip finally reaches its end.,excitement
i'm starting to feel like you're drifting away from me.,jealousy
everything is going really well at the office today.,happiness
i feel pretty lost in this conversation already.,confusion
your kindness has changed my life in a big way.,gratitude
being around you makes me super happy somehow.,love
seeing my friend's beaming face was very uplifting.,happiness
"today might actually be okay after all, fingers crossed.",hope
a sprinkle of snowfall is predicted for the weekend.,excitement
i ran a personal best time at the marathon.,pride
changed i feel so frustrated about all this.,frustration
my day is completely filled with pure joy today.,happiness
it's almost time for our annual family beach vacation.,excitement
i'm not sure what to do about this problem.,confusion
my procrastination is really stressing out my team now.,guilt
i feel so let down by what happened tonight.,disappointment
the news about my job offer was pretty disappointing.,disappointment
my favorite book always lifts my mood somehow.,gratitude
the crowd's energy is building as fireworks start exploding.,excitement
my insecurity spikes when you ignore my texts late.,jealousy
this week's schedule is making me really anxious already.,anxiety
meeting her was totally lifechanging in the best way.,happiness
today was kind of a letdown for me.,disappointment
i'm so glad this is finally over with now.,relief
mildew is growing in my shower and it's gross.,disgust
meeting sarah has been rather a lovely surprise lately.,happiness
i'm really bummed about the game last night.,disappointment
i feel like good things are coming soon.,hope
i'm grateful for the beautiful weather we're having now.,gratitude
things might actually go smoothly today maybe?,hope
i didn't expect to like that movie so much.,surprise
why are you hanging out with them so much lately?,jealousy
"what's going on with the weather today, seriously?",confusion
i'm missing my friends a lot lately.,loneliness
"why is this so confusing, it should be easy",confusion
the weekend's arrival brought a welcome sense of liberation.,excitement
i'm sad about what happened last night.,sadness
my stomach is doing flips before this big meeting.,fear
seeing friends at the concert was quite exhilarating tonight.,happiness
"my hair looks ridiculous today, i need a fix.",embarrassment
the smell of rotten food is making me queasy.,disgust
i feel so overwhelmed with work right now,anxiety
".feeling pretty disconnected from everyone lately,",loneliness
my face is still burning from that awkward encounter.,embarrassment
this music festival was such a mess yesterday.,disgust
feeling kinda silly for tripping in front of everyone.,embarrassment
most amazing thing just happened and i'm so thankful.,gratitude
i'm getting a bit freaked out by this news story.,fear
my embarrassing story is going viral online.,embarrassment
i'm really upset about what you said to me earlier.,anger
just had the best conversation with my closest friend.,happiness
the countdown begins for tonight's highly anticipated concert release!,excitement
feeling extremely frustrated after yesterday's meeting disaster.,happiness
why did i think that joke was funny,embarrassment
my day is looking up after that good cup coffee.,hope
the surprise party was finally about to be revealed!,excitement
i didn't see this twist coming at all today.,surprise
the weekend's plans are finally starting to come together!,excitement
my morning coffee is always a good start.,gratitude
why do you need to spend time with them?,jealousy
"i don't appreciate being interrupted like that, thanks.",anger
this moldy bread is completely disgusting to me,disgust
"this day has been a complete nightmare, ugh!",anger
my day is rather bright and full of sunshine.,happiness
didn't expect my crush to talk to me today,surprise
this reunion was literally the most joyful i've ever experienced.,happiness
my meeting was rescheduled for next week thank god.,relief
not really sure what to expect from this meeting.,confusion
the wedding photos turned out rather amazing tonight.,happiness
reuniting with old friends was definitely pure bliss tonight.,happiness
my team lost and it's really bugging me now,disappointment
can't stop smiling about tonight's concert tickets surprise.,happiness
my cat passed away and i'm still not okay,sadness
i love how we balance each other out,love
i'm so done with these spam emails clogging my inbox.,disgust
my room is so messy it's making me sick.,disgust
this city is overwhelming me right now.,loneliness
that movie was way better than i expected!,surprise
this smell in the bathroom is unbearable.,disgust
i'm loving the progress on my art project,pride
"can someone explain this to me again, please?",confusion
i was looking forward to more sunshine today,disappointment
"oh my god, this is actually happening now!",surprise
i don't like how close they're getting lately.,jealousy
replaced line with we hang out often,gratitude
my phone battery keeps dying on me lately grrr,frustration
maybe things will start looking up soon for me.,hope
i'm really enjoying spending time with him lately,love
every fibre of my being is electrically on fire!,excitement
i'm head over heels in love with your laugh.,love
i just found out my flight was upgraded somehow.,surprise
i don't get why this isn't working out for me,confusion
my mom saw me trip on the sidewalk today.,embarrassment
i'm getting a little nervous for my test tomorrow,fear
today felt way longer without any friends around,loneliness
your smile makes my day instantly brighter.,love
just spent the day with an amazing old friend.,happiness
everything's going really smoothly at work this week.,happiness
i feel somewhat anxious when it gets dark outside,fear
feeling super thankful for my cozy little apartment now.,gratitude
i think i'm starting to get my life together,hope
the city awaits with its hidden gems and surprises.,excitement
"everything fell into place yesterday, felt truly amazing then.",happiness
i'm having trouble sleeping due to work anxiety.,anxiety
i'm completely blown away by this news right now!,surprise
my heart is racing just thinking about them together.,jealousy
i'm a bit surprised by how easy that was.,surprise
i'm really starting to fall for you now.,love
this conversation is making me squirm,embarrassment
my friend just told me she's moving to nyc.,surprise
my life has been pretty good lately and i'm thankful,gratitude
why does everything seem utterly magical right now?,happiness
my careless mistake ruined the whole project today.,guilt
i am literally so grateful for everything happening,gratitude
their joy was definitely contagious yesterday morning.,happiness
i'm getting a little tired of hearing about him.,jealousy
"i'm so insecure about us right now, please reassure me",jealousy
feeling overwhelmed with work and personal stuff combined.,anxiety
i'm excited to see what the future holds now,hope
i'm worried i'll forget something important today.,anxiety
something's off but i don't know what.,confusion
this assignment is stressing me out big time already.,frustration
felt really happy when i got the promotion news.,happiness
"i feel kinda lonely tonight, wish someone was here.",loneliness
her eyes sparkled rather brightly during our reunion yesterday.,happiness
why does everyone seem rather cheerful today suddenly?,happiness
life's definitely getting better with this new job offer.,happiness
i'm having trouble understanding this right now.,confusion
"today was a waste, and it's my own fault",guilt
i'm feeling pretty positive about my future plans now.,hope
my dance moves are kind of embarrassing tonight,embarrassment
this food isn't as good as everyone said it'd be.,disappointment
"i'm extremely frustrated, nothing's going my way",disappointment
i'm really grossed out by this expired yogurt smell,disgust
the crowd's gentle hum hinted at a surprise announcement.,excitement
my favorite team lost their big game tonight again,disappointment
it bothers me how much time you spend with her.,jealousy
i'm kinda embarrassed about how much tv i watched yesterday,embarrassment
my mom just sent me the sweetest text message ever.,gratitude
why did i say that out loud?!,embarrassment
"my expectations were higher than this, sadly enough",disappointment
the thought of public speaking is terrifying to me.,fear
this crowded bus is making me feel really claustrophobic,disgust
i know i should've spoken up in that meeting yesterday.,guilt
"i don't like this taste, it's pretty weird.",disgust
eating spoiled food is my worst nightmare come true.,disgust
my days blend together in loneliness,loneliness
you guys are the best thanks for being there!,gratitude
i'm grateful for these little moments of peace.,gratitude
my heart is completely shattered into a million pieces.,sadness
"i'm feeling a little left out today, to be honest.",jealousy
i feel so empty and lost right now.,sadness
i'm really impressed with how quickly that got done.,surprise
i feel kinda lost with these new directions downtown.,confusion
my health is good and i'm feeling grateful.,gratitude
"my partner is being really understanding, i appreciate that.",gratitude
i'm so done with this project already tonight,frustration
life is really treating me amazingly well right now.,happiness
being stuck in line for an hour is ridiculous,anger
hopefully tomorrow will be a brand new start,hope
i'm mortified about what i just said out loud.,embarrassment
this project is way more confusing than expected.,confusion
"what if i fail this exam, it's stressing me out.",fear
"today's been pretty okay, and that's all i need.",hope
i'm getting pretty anxious about the exam tomorrow.,fear
"today was amazing, all thanks to one person you.",gratitude
"what's the plan for tonight, i forgot already?",confusion
just got tickets to see my favorite artist live.,surprise
my cooking attempt didn't turn out as planned today,embarrassment
the countdown begins for the most epic music festival.,excitement
i stepped in something sticky on the floor ugh.,disgust
i'm ridiculously proud of my new art piece.,pride
just got some great news from my doctor's office.,relief
my patience level has officially hit zero point zero.,frustration
"i hate the smell of rotten fish, it's so overpowering.",disgust
i'm worried sick about my exam tomorrow morning.,fear
i'm not sure what's going on with this situation.,confusion
my fear of failure is holding me back big time.,fear
she always gets the attention at parties somehow.,jealousy
i'm so thankful for a warm and cozy home tonight.,gratitude
i'm still thinking about what could've been honestly,sadness
i'm regretting eating that extra slice of cake now,guilt
i'm totally embarrassed about this morning's awkward encounter.,embarrassment
my schedule is confusing me this week.,confusion
today has been a bit too much for me already.,anxiety
my sister just texted me out of the blue.,surprise
9. my art piece got accepted into the gallery.,pride
i'm so annoyed at my phone's battery life today.,anger
"suddenly, the theme park gates swung open to us!",excitement
my day was ruined by one stupid mistake.,anger
her laughter was so contagious it healed the room.,happiness
"my mind is blown right now, seriously.",surprise
this coffee machine is really ticking me off today.,anger
you make my day way better always somehow.,love
my stress levels are dropping by the minute.,relief
this rain is really putting me in a bad mood.,sadness
why did u even have to talk to him anyway,jealousy
"my situation is improving, one day at time maybe?",hope
"it's hard to see you with someone else, okay?",sadness
"my anxiety is killing me today, it's so bad.",anxiety
feeling extremely grateful for this amazing opportunity.,happiness
things might actually work out for once today maybe.,hope
feeling a bit left out of things lately too,sadness
this dirty laundry pile is kind of disgusting.,disgust
everything feels really right with my life today.,happiness
"this movie is so disturbing, i need to leave.",disgust
my ex is already dating someone new apparently,jealousy
i'm totally lost on this math problem right now.,confusion
i love spending time with you it's the best part,love
this outcome is seriously not what i wanted at all.,disappointment
my boss gave me an unexpected raise today!,surprise
i had higher hopes for how today would go probably.,sadness
i think about you all the time lately.,love
can't believe i forgot my lunch again today,frustration
i feel queasy after eating that bad taco.,disgust
i feel like i've lost my motivation.,sadness
i feel sick after watching that graphic video online,disgust
i feel kinda shocked by what just happened.,surprise
can't believe how fast time flew by today somehow,surprise
this person makes me feel super happy lately.,love
feeling rather anxious after this big presentation.,happiness
i'm so done with this traffic right now though.,frustration
i feel so guilty for what i did tonight.,guilt
10 fingers crossed that tomorrow is a better day,hope
my day was ruined by that one bad conversation earlier.,frustration
i'm really looking forward to this weekend's plans now.,hope
seeing couples makes me miss having someone.,jealousy
i'm worried i won't meet the project deadline tomorrow.,fear
"ugh, traffic is killing me right now seriously.",frustration
i have no clue what i'm doing anymore.,confusion
the possibility of snow tomorrow is mildly thrilling somehow.,excitement
i just nailed a presentation at school today.,pride
the anticipation of tomorrow's concert is quietly building inside.,excitement
i'm trying to stay positive about this whole situation.,hope
"i'm such a clumsy person sometimes, ugh.",embarrassment
i'm slightly regretting not going to the gym today.,guilt
my sister borrowed my favorite sweater without asking again,anger
my weekend didn't turn out as fun as expected,sadness
it seems like they're having more fun than me.,jealousy
my mistake in class was super embarrassing today.,embarrassment
i feel incredibly lucky to have found you.,gratitude
i should've helped my brother move like i promised,guilt
i'm feeling pretty unclear about my next steps now.,confusion
that was easier than i expected today.,relief
i just won tickets to my favorite show.,surprise
my procrastination habits are killing me right now honestly,guilt
my favorite artist just announced a new album suddenly.,surprise
"this is ridiculous, i'm beyond furious.",anger
possibly this year will be an improvement over last year's.,hope
i just spilled coffee all over my shirt what noooo,embarrassment
my heart explodes with anticipation at the doorbell's deafening ring!,excitement
this loss is killing me from the inside out slowly,sadness
my internet connection is really slow right now.,frustration
"my day has been really quiet, just me and tv.",loneliness
your instagram stories are making me feel bad.,jealousy
why do you have to be friends with him anyway?,jealousy
"i hate seeing them together, it's killing me slowly.",jealousy
this gift means everything to me right now thanks!,gratitude
"i'm a bit lost, where am i supposed to go?",confusion
i'm grateful for this beautiful weather we're having.,gratitude
i'm getting nervous about the interview today,fear
i'm feeling pretty confident about this project.,pride
my cooking skills are getting way better slowly.,pride
the crowd erupted into utter pandemonium at the reunion!,excitement
i'm beyond angry at this situation.,anger
i'm a bit sorry for not calling you back yet.,guilt
i'm beating myself up over this stupid mistake still,guilt
regretting not calling mom on her birthday yesterday.,guilt
the weather forecast was wrong and it's sunny outside.,surprise
i'm stuck in this meeting and it's dragging on.,frustration
"my car is making weird noises, hope it's nothing serious!",fear
nobody's really been in touch with me lately.,loneliness
you seem really close to that new coworker huh?,jealousy
my brain is literally frozen with confusion right now,confusion
a surprise visit from grandma is always a delight.,excitement
it's hard being alone on weekends like this one.,loneliness
.i'm kinda embarrassed to admit i love that cheesy movie.,embarrassment
i'm stressing out about this deadline so much.,anxiety
i wish i had plans with friends this weekend.,loneliness
you spend way too much time with your friends.,jealousy
it's hard to see my family going through tough times.,sadness
i'm kinda excited for my job interview tomorrow,hope
"my friend just got engaged, that's amazing news!",surprise
i'm still laughing at my own silly mistake earlier,embarrassment
i'm so sick of this stupid traffic jam,disgust
"i'm so lost in all of this, help me out.",confusion
just saw a huge cockroach and now i'm uneasy,disgust
9 didn't forget my lunch at home today woo,relief
there's a weird stain on my favorite shirt now somehow,disgust
"i was expecting more from that new restaurant,",disappointment
everything feels really amazing after that beach vacation getaway.,happiness
i'm pretty disappointed with my grade.,disappointment
i'm a bit embarrassed about my haircut today.,embarrassment
seeing her smile lit up the whole wedding instantly.,happiness
today was just one of those days i guess,sadness
feeling somewhat grateful for these little moments today somehow.,happiness
i feel terrible for forgetting her birthday again.,guilt
i'm really frustrated with my boss right now.,anger
my favorite song came on and made my day brighter,gratitude
my mind is totally blown by this news.,confusion
i just can't shake off this feeling of dread somehow.,anxiety
i'm not following the plot of this tv show.,confusion
i'm getting a little stressed about this exam tomorrow,anxiety
i graduated top of my class and it feels great!,pride
i feel guilty about what i said earlier.,guilt
my drawing skills are actually improving it seems,pride
"my computer just froze on me, great timing.",frustration
today was absolutely the worst day of my life,sadness
. i'm missing human interaction badly today.,loneliness
today was super awkward for me at work,embarrassment
i'm still cringing about what happened earlier,embarrassment
i'm really struggling with feelings of isolation,loneliness
i'm getting really tired of waiting for this response.,anger
"i'm afraid of heights, which is weird for me.",fear
my feelings for him are getting stronger daily.,love
i feel bad about what happened yesterday morning.,guilt
i had a really nice conversation with a stranger today,gratitude
this new project could be exactly what i need.,hope
i'm so done with this stupid project already finished.,anger
i just found out my friend is moving away.,surprise
i'm glad i got that done early today yay.,relief
"i'm literally shaking with anger right now, ugh!",anger
i feel lucky to have such a comfy home life.,gratitude
i feel slightly stressed about the deadline.,anxiety
i was hoping for better weather today,disappointment
this sunshine makes me feel incredibly alive today.,happiness
"i wish you'd stop flirting with my friends, it's annoying.",jealousy
i'm a little worried about my job interview next week,fear
sometimes i wish i had someone to talk to nearby.,loneliness
every cell in my body is electrified with anticipation!,excitement
this project is driving me crazy already.,anger
"i've never felt this connected to someone before, it's wild",love
everything's going a little more smoothly today somehow.,happiness
the crowd's cheers erupted as fireworks lit up tonight!,excitement
that meeting was way less painful than expected.,relief
family time always makes me happy somehow every time.,gratitude
i'm running behind schedule and it's stressing me out.,frustration
i'm feeling pretty meh about everything today honestly,sadness
my mood is lifting after hearing that good news.,hope
i'm feeling a bit uneasy about what's coming next week.,anxiety
i'm totally shocked by what she said to me!,surprise
i feel bad for forgetting my mom's birthday again.,guilt
the bathroom at work is always disgusting.,disgust
"my face is bright red right now, ugh",embarrassment
wish i could go back and do things differently now,guilt
feeling completely overwhelmed by everything right now,anxiety
i'm not really sure what's happening tomorrow anymore.,confusion
why did that just happen to me?,confusion
everything about that concert was incredibly uplifting yesterday.,happiness
.my weekend has been really quiet so far,loneliness
everything felt more vibrant when she was around me.,happiness
"today's been kinda amazing so far, actually.",happiness
i'm utterly and completely in love now,love
"my life is good, and i'm thankful for simple things.",gratitude
"today was a huge success for me, so happy.",pride
10 the waiting is over and i can relax now,relief
i feel a little left out of your plans today,jealousy
"just got into an argument, really upset with myself too.",anxiety
"i'm really appreciative of your help today, thanks.",gratitude
i'm sad that our vacation is already over,sadness
i'm relieved that my flight isn't delayed anymore.,relief
"i'm really disappointed in how things turned out,",disappointment
"seeing him with someone else hurts, honestly.",jealousy
i have no idea what's going on today.,confusion
feeling very lost after moving to a new city.,happiness
this makes no sense to me at all...,confusion
i regret not being there for my friend.,guilt
i had the worst argument with my friend this morning.,anger
my heart beats fast when i see your face.,love
feeling rather lightheaded and carefree today somehow.,happiness
things seem a bit mixed up in my head today,confusion
feeling incredibly lucky to have such great friends.,happiness
something feels off and it's really scaring me.,fear
my day just got ruined by that gross video,disgust
my garden is blooming and it looks amazing now.,pride
i had a pretty rough conversation with my friend.,sadness
meeting my favorite artist was quite a thrill tonight.,happiness
my mind is racing and i need help asap.,anxiety
i'm so frustrated with this traffic jam.,disappointment
feeling extremely hopeless after losing my dream job suddenly.,happiness
i regret not being more supportive today.,guilt
i'm a bit down about the weather today,sadness
i love spending quiet nights in with you.,love
this sunshine is definitely lifting my mood today suddenly.,happiness
i'm fuming about the way i was treated today.,anger
i'm completely shocked by this unexpected news!,surprise
today was definitely one of my best days ever somehow.,pride
not having to go to work tomorrow is a blessing,relief
really appreciate all the help from family today.,gratitude
i'm slightly annoyed you got tickets without telling me,jealousy
the thought of public speaking still makes me nervous.,fear
the noise from that construction site is disgusting me.,disgust
you seem really into someone else right now.,jealousy
maybe things will turn out okay after all.,hope
i have no words for what just happened wow,surprise
i'm terrified of failing this interview today.,fear
why is he always flirting with my sister like that?,jealousy
i'm really glad we were able to resolve that!,relief
my day is rather filled with joyful little moments.,happiness
i'm trying not to be jealous but it's hard.,jealousy
"i was really looking forward to that concert, oh well.",disappointment
my kid's graduation is making me super proud.,pride
just got an extra hour of sleep today thank god,relief
i'm feeling a bit overwhelmed and stressed out.,sadness
my heart is literally aching from loneliness right now.,loneliness
this surprise party was definitely the best ever tonight!,happiness
my patience is wearing thin with this situation,anger
". that's insane, like completely and utterly insane!",surprise
should have helped him out when he needed it most.,guilt
"i'm staying positive, no matter what happens next.",hope
i'm still trying to process this whole thing.,surprise
that surprise party was kinda a letdown honestly,disappointment
i'm getting a little nervous about the meeting.,anxiety
definitely smiling after crushing that work deadline today!,happiness
i feel such a huge weight off my chest.,relief
this polluted air is really getting to me today,disgust
today wasn't the best day for me somehow.,disappointment
i'm slightly annoyed you're talking to my ex again.,jealousy
i'm not loving this new tv show as much.,disappointment
i'm getting a little jealous of your freedom.,jealousy
"my mood is kinda down lately, not sure why.",sadness
8 why does nobody ever text me back anymore?,loneliness
i ate the last donut and feel kinda bad.,guilt
my dog's wagging tail made me fairly happy today.,happiness
i'm really sorry about what happened earlier today.,embarrassment
i feel so relieved it's finally over now.,relief
feeling super grateful for this little home of mine!,gratitude
everything is going quite right for me today somehow.,happiness
my morning is off to a frustrating start.,anger
feeling pretty irritated with this weather forecast now.,anger
the countdown is over and liftoff is imminent tonight!,excitement
i felt happiness when i saw my family.,happiness
i'm worried i won't meet this looming deadline somehow.,anxiety
today has been okay so far at least.,hope
my ex is moving on way too quickly it seems.,jealousy
feeling really anxious after that tough job interview today.,happiness
this job is kinda making my heart feel lighter.,happiness
this traffic is making me incredibly angry somehow.,anger
"your ex is still pretty attractive, isn't she?",jealousy
i just saw a huge spider in my shower stall.,disgust
i'm really enjoying getting to know him better.,love
5 i nailed that presentation at work today yay,pride
i felt happiness when he proposed to me.,happiness
i'm worried about this test that's coming up soonish,anxiety
i finally learned how to ride a bike again.,pride
today has been a really tough day for me,sadness
"i walked into the wrong classroom this morning, oops.",embarrassment
my luck might actually change for the better soon,hope
"my mind is totally blank right now, weirdly.",confusion
i'm regretting not studying harder for that test today.,guilt
i'm shocked how well i did on that test today.,surprise
this situation is making me super uncomfortable suddenly.,fear
witnessing her graduation was utterly the best moment ever.,happiness
this surprise party makes me feel quite delighted.,happiness
i feel really uneasy about what's coming next week.,anxiety
today was not as bad as i thought it'd be.,relief
today reminded me how lucky i am overall,gratitude
running into you here is crazy coincidence,surprise
can't stop thinking about how much i adore you.,love
things seem to be falling into place for me now,hope
starting to worry that things won't go as planned.,anxiety
i feel really annoyed at my roommate's messiness.,anger
i feel like i'm losing my mind right now,anxiety
my life is better with my partner in it.,gratitude
my schedule is kinda confusing me today.,confusion
i ran five miles without stopping this morning woohoo.,pride
just got a promotion at work and i'm thrilled.,pride
really appreciative of my supportive best friend right now.,gratitude
my grades are looking better than expected this semester,pride
that was a really tough workout but i crushed it.,pride
just spotted the aurora borealis dancing across the sky!,excitement
celebrating my sister's graduation is totally exhilarating me today.,happiness
that movie ended up being way better than expected!,surprise
things might actually work out okay for once.,hope
my internet connection keeps dropping off randomly today.,frustration
today has been one of the worst days ever.,anxiety
i'm getting pretty angry about the news lately.,anger
my boyfriend's flirting is really annoying me right now.,jealousy
i'm feeling really frustrated with everything right now,sadness
l just know everything's gonna be alright somehow,hope
my thoughts are all jumbled and weird today.,confusion
